condition,seed,data_seen,task_i,task_j,linear_cka,checkpoint_fraction
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P15_parity_d5_7_24_30_32_33,0.9839016199111938,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P16_parity_d5_3_18_23_29_37,0.9870213270187378,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P17_parity_d5_1_7_16_18_37,0.9937340021133423,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P18_parity_d5_0_17_30_32_34,0.9933959245681763,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P19_parity_d5_2_8_11_16_29,1.0,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P20_parity_d3_4_7_35,0.9900397062301636,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P21_parity_d5_25_34_36_37_39,0.9776090979576111,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P22_parity_d5_5_14_30_35_36,0.9923911094665527,1.00352
baseline,3,100352,P19_parity_d5_2_8_11_16_29,P23_parity_d5_8_13_18_30_39,0.9671086072921753,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P00_parity_d3_1_15_16,0.9939291477203369,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P01_parity_d3_0_21_26,0.9832229018211365,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P02_parity_d5_14_17_22_28_39,0.964292049407959,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P03_parity_d3_25_33_36,0.9595260620117188,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P04_parity_d5_5_14_22_28_32,0.9720854163169861,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P05_parity_d3_16_18_28,0.9907766580581665,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P06_parity_d3_14_20_35,0.9743598699569702,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P07_parity_d3_9_12_28,0.9920175671577454,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P08_parity_d5_12_14_28_35_38,0.9618537425994873,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P09_parity_d5_1_3_14_16_32,0.961767315864563,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P10_parity_d3_2_3_33,0.9685892462730408,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P11_parity_d3_5_21_34,0.9826526641845703,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P12_parity_d3_9_27_30,0.9942013025283813,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P13_parity_d3_15_21_39,0.9879981279373169,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P14_parity_d3_3_23_24,0.972809374332428,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P15_parity_d5_7_24_30_32_33,0.971075177192688,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P16_parity_d5_3_18_23_29_37,0.9931305050849915,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P17_parity_d5_1_7_16_18_37,0.9903398156166077,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P18_parity_d5_0_17_30_32_34,0.9909743070602417,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P19_parity_d5_2_8_11_16_29,0.9900394678115845,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P20_parity_d3_4_7_35,1.0,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P21_parity_d5_25_34_36_37_39,0.9880124926567078,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P22_parity_d5_5_14_30_35_36,0.9842731952667236,1.00352
baseline,3,100352,P20_parity_d3_4_7_35,P23_parity_d5_8_13_18_30_39,0.9810130596160889,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P00_parity_d3_1_15_16,0.9856036305427551,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P01_parity_d3_0_21_26,0.9921733736991882,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P02_parity_d5_14_17_22_28_39,0.933188259601593,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P03_parity_d3_25_33_36,0.9282320141792297,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P04_parity_d5_5_14_22_28_32,0.9467976093292236,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P05_parity_d3_16_18_28,0.9780855774879456,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P06_parity_d3_14_20_35,0.9497625231742859,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P07_parity_d3_9_12_28,0.9799188375473022,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P08_parity_d5_12_14_28_35_38,0.9331778287887573,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P09_parity_d5_1_3_14_16_32,0.9336408376693726,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P10_parity_d3_2_3_33,0.9390206336975098,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P11_parity_d3_5_21_34,0.9635596871376038,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P12_parity_d3_9_27_30,0.9900213479995728,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P13_parity_d3_15_21_39,0.973777711391449,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P14_parity_d3_3_23_24,0.9468634128570557,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P15_parity_d5_7_24_30_32_33,0.9461591243743896,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P16_parity_d5_3_18_23_29_37,0.9906811714172363,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P17_parity_d5_1_7_16_18_37,0.9787025451660156,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P18_parity_d5_0_17_30_32_34,0.9770616292953491,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P19_parity_d5_2_8_11_16_29,0.9776099324226379,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P20_parity_d3_4_7_35,0.9880128502845764,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P21_parity_d5_25_34_36_37_39,1.0,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P22_parity_d5_5_14_30_35_36,0.9637472033500671,1.00352
baseline,3,100352,P21_parity_d5_25_34_36_37_39,P23_parity_d5_8_13_18_30_39,0.9934584498405457,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P00_parity_d3_1_15_16,0.987027108669281,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P01_parity_d3_0_21_26,0.9564216732978821,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P02_parity_d5_14_17_22_28_39,0.9886061549186707,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P03_parity_d3_25_33_36,0.985969066619873,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P04_parity_d5_5_14_22_28_32,0.9920327067375183,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P05_parity_d3_16_18_28,0.9892260432243347,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P06_parity_d3_14_20_35,0.9923729300498962,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P07_parity_d3_9_12_28,0.9903737306594849,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P08_parity_d5_12_14_28_35_38,0.9855406284332275,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P09_parity_d5_1_3_14_16_32,0.9857634902000427,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P10_parity_d3_2_3_33,0.9898045659065247,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P11_parity_d3_5_21_34,0.9936826825141907,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P12_parity_d3_9_27_30,0.9823663234710693,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P13_parity_d3_15_21_39,0.9925978779792786,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P14_parity_d3_3_23_24,0.9928066730499268,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P15_parity_d5_7_24_30_32_33,0.990917444229126,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P16_parity_d5_3_18_23_29_37,0.9785175919532776,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P17_parity_d5_1_7_16_18_37,0.990929365158081,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P18_parity_d5_0_17_30_32_34,0.9912466406822205,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P19_parity_d5_2_8_11_16_29,0.9923909306526184,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P20_parity_d3_4_7_35,0.9842734336853027,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P21_parity_d5_25_34_36_37_39,0.9637472033500671,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P22_parity_d5_5_14_30_35_36,1.0,1.00352
baseline,3,100352,P22_parity_d5_5_14_30_35_36,P23_parity_d5_8_13_18_30_39,0.9511591792106628,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P00_parity_d3_1_15_16,0.9795379042625427,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P01_parity_d3_0_21_26,0.9936493039131165,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P02_parity_d5_14_17_22_28_39,0.9170167446136475,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P03_parity_d3_25_33_36,0.912088930606842,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P04_parity_d5_5_14_22_28_32,0.9319053888320923,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P05_parity_d3_16_18_28,0.9697431921958923,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P06_parity_d3_14_20_35,0.935390830039978,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P07_parity_d3_9_12_28,0.968815803527832,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P08_parity_d5_12_14_28_35_38,0.9169752597808838,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P09_parity_d5_1_3_14_16_32,0.9180459380149841,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P10_parity_d3_2_3_33,0.9258171319961548,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P11_parity_d3_5_21_34,0.949333131313324,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P12_parity_d3_9_27_30,0.9844716191291809,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P13_parity_d3_15_21_39,0.962269127368927,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P14_parity_d3_3_23_24,0.9320283532142639,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P15_parity_d5_7_24_30_32_33,0.9322008490562439,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P16_parity_d5_3_18_23_29_37,0.9860659837722778,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P17_parity_d5_1_7_16_18_37,0.9683104753494263,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P18_parity_d5_0_17_30_32_34,0.9665210843086243,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P19_parity_d5_2_8_11_16_29,0.967108428478241,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P20_parity_d3_4_7_35,0.9810130596160889,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P21_parity_d5_25_34_36_37_39,0.9934582114219666,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P22_parity_d5_5_14_30_35_36,0.9511591792106628,1.00352
baseline,3,100352,P23_parity_d5_8_13_18_30_39,P23_parity_d5_8_13_18_30_39,1.0,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P00_parity_d3_1_15_16,1.0,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P01_parity_d3_0_21_26,0.9724171161651611,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P02_parity_d5_14_17_22_28_39,0.9970622658729553,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P03_parity_d3_25_33_36,0.9984053373336792,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P04_parity_d5_5_14_22_28_32,0.9969171285629272,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P05_parity_d3_16_18_28,0.9969621896743774,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P06_parity_d3_14_20_35,0.9950553774833679,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P07_parity_d3_9_12_28,0.997464656829834,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P08_parity_d5_12_14_28_35_38,0.9974203109741211,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P09_parity_d5_1_3_14_16_32,0.9940654039382935,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P10_parity_d3_2_3_33,0.9922070503234863,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P11_parity_d3_5_21_34,0.9963701367378235,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P12_parity_d3_9_27_30,0.9961367845535278,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P13_parity_d3_15_21_39,0.995144248008728,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P14_parity_d3_3_23_24,0.9971110224723816,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P15_parity_d5_7_24_30_32_33,0.9915508031845093,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P16_parity_d5_3_18_23_29_37,0.9965686798095703,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P17_parity_d5_1_7_16_18_37,0.9971383213996887,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P18_parity_d5_0_17_30_32_34,0.9943522214889526,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P19_parity_d5_2_8_11_16_29,0.9941217303276062,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P20_parity_d3_4_7_35,0.9967854619026184,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P21_parity_d5_25_34_36_37_39,0.997578501701355,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P22_parity_d5_5_14_30_35_36,0.9976164698600769,1.00352
baseline,4,100352,P00_parity_d3_1_15_16,P23_parity_d5_8_13_18_30_39,0.9958828091621399,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P00_parity_d3_1_15_16,0.9724166989326477,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P01_parity_d3_0_21_26,1.0,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P02_parity_d5_14_17_22_28_39,0.9663475155830383,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P03_parity_d3_25_33_36,0.9700672626495361,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P04_parity_d5_5_14_22_28_32,0.9776289463043213,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P05_parity_d3_16_18_28,0.9674885869026184,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P06_parity_d3_14_20_35,0.9845940470695496,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P07_parity_d3_9_12_28,0.9686018228530884,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P08_parity_d5_12_14_28_35_38,0.9751972556114197,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P09_parity_d5_1_3_14_16_32,0.956260621547699,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P10_parity_d3_2_3_33,0.9885545372962952,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P11_parity_d3_5_21_34,0.9780359864234924,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P12_parity_d3_9_27_30,0.9794483184814453,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P13_parity_d3_15_21_39,0.9839782118797302,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P14_parity_d3_3_23_24,0.9748893976211548,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P15_parity_d5_7_24_30_32_33,0.9508571028709412,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P16_parity_d5_3_18_23_29_37,0.9799535870552063,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P17_parity_d5_1_7_16_18_37,0.9747841954231262,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P18_parity_d5_0_17_30_32_34,0.9860273599624634,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P19_parity_d5_2_8_11_16_29,0.9847167134284973,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P20_parity_d3_4_7_35,0.9683467745780945,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P21_parity_d5_25_34_36_37_39,0.9740377068519592,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P22_parity_d5_5_14_30_35_36,0.9748544692993164,1.00352
baseline,4,100352,P01_parity_d3_0_21_26,P23_parity_d5_8_13_18_30_39,0.9811533093452454,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P00_parity_d3_1_15_16,0.9970624446868896,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P01_parity_d3_0_21_26,0.9663479924201965,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P02_parity_d5_14_17_22_28_39,1.0,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P03_parity_d3_25_33_36,0.9975486397743225,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P04_parity_d5_5_14_22_28_32,0.9947440028190613,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P05_parity_d3_16_18_28,0.9974828362464905,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P06_parity_d3_14_20_35,0.9914346933364868,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P07_parity_d3_9_12_28,0.9973811507225037,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P08_parity_d5_12_14_28_35_38,0.9959932565689087,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P09_parity_d5_1_3_14_16_32,0.9968922138214111,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P10_parity_d3_2_3_33,0.9877974390983582,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P11_parity_d3_5_21_34,0.9945752024650574,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P12_parity_d3_9_27_30,0.9941437840461731,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P13_parity_d3_15_21_39,0.9921330213546753,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P14_parity_d3_3_23_24,0.9954355359077454,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P15_parity_d5_7_24_30_32_33,0.9950606822967529,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P16_parity_d5_3_18_23_29_37,0.9944701194763184,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P17_parity_d5_1_7_16_18_37,0.9959846138954163,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P18_parity_d5_0_17_30_32_34,0.9900339245796204,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P19_parity_d5_2_8_11_16_29,0.9900273680686951,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P20_parity_d3_4_7_35,0.9966680407524109,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P21_parity_d5_25_34_36_37_39,0.996460497379303,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P22_parity_d5_5_14_30_35_36,0.9956036806106567,1.00352
baseline,4,100352,P02_parity_d5_14_17_22_28_39,P23_parity_d5_8_13_18_30_39,0.9919372200965881,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P00_parity_d3_1_15_16,0.9984055757522583,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P01_parity_d3_0_21_26,0.9700672626495361,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P02_parity_d5_14_17_22_28_39,0.9975489974021912,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P03_parity_d3_25_33_36,1.0,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P04_parity_d5_5_14_22_28_32,0.9955424070358276,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P05_parity_d3_16_18_28,0.996869683265686,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P06_parity_d3_14_20_35,0.9932920932769775,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P07_parity_d3_9_12_28,0.9966450333595276,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P08_parity_d5_12_14_28_35_38,0.9972079992294312,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P09_parity_d5_1_3_14_16_32,0.9949197769165039,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P10_parity_d3_2_3_33,0.9901061058044434,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P11_parity_d3_5_21_34,0.9954103827476501,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P12_parity_d3_9_27_30,0.9947383403778076,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P13_parity_d3_15_21_39,0.9940630197525024,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P14_parity_d3_3_23_24,0.9958568811416626,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P15_parity_d5_7_24_30_32_33,0.9933309555053711,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P16_parity_d5_3_18_23_29_37,0.9953228235244751,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P17_parity_d5_1_7_16_18_37,0.9966490864753723,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P18_parity_d5_0_17_30_32_34,0.9925246238708496,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P19_parity_d5_2_8_11_16_29,0.9931029677391052,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P20_parity_d3_4_7_35,0.9965485334396362,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P21_parity_d5_25_34_36_37_39,0.9969391226768494,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P22_parity_d5_5_14_30_35_36,0.9964179992675781,1.00352
baseline,4,100352,P03_parity_d3_25_33_36,P23_parity_d5_8_13_18_30_39,0.9945688843727112,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P00_parity_d3_1_15_16,0.9969168901443481,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P01_parity_d3_0_21_26,0.9776291847229004,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P02_parity_d5_14_17_22_28_39,0.994743824005127,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P03_parity_d3_25_33_36,0.9955422282218933,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P04_parity_d5_5_14_22_28_32,1.0,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P05_parity_d3_16_18_28,0.9951353073120117,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P06_parity_d3_14_20_35,0.9965065121650696,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P07_parity_d3_9_12_28,0.9960903525352478,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P08_parity_d5_12_14_28_35_38,0.9978055953979492,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P09_parity_d5_1_3_14_16_32,0.9904365539550781,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P10_parity_d3_2_3_33,0.9943767189979553,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P11_parity_d3_5_21_34,0.9975002408027649,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P12_parity_d3_9_27_30,0.9983422756195068,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P13_parity_d3_15_21_39,0.9969741702079773,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P14_parity_d3_3_23_24,0.9970359206199646,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P15_parity_d5_7_24_30_32_33,0.9870983958244324,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P16_parity_d5_3_18_23_29_37,0.997549831867218,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P17_parity_d5_1_7_16_18_37,0.9975407123565674,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P18_parity_d5_0_17_30_32_34,0.996738612651825,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P19_parity_d5_2_8_11_16_29,0.9946026802062988,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P20_parity_d3_4_7_35,0.9961568713188171,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P21_parity_d5_25_34_36_37_39,0.9970962405204773,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P22_parity_d5_5_14_30_35_36,0.9968397617340088,1.00352
baseline,4,100352,P04_parity_d5_5_14_22_28_32,P23_parity_d5_8_13_18_30_39,0.9976155161857605,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P00_parity_d3_1_15_16,0.9969619512557983,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P01_parity_d3_0_21_26,0.9674888253211975,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P02_parity_d5_14_17_22_28_39,0.9974827170372009,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P03_parity_d3_25_33_36,0.9968700408935547,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P04_parity_d5_5_14_22_28_32,0.9951351284980774,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P05_parity_d3_16_18_28,1.0,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P06_parity_d3_14_20_35,0.9917704463005066,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P07_parity_d3_9_12_28,0.9970460534095764,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P08_parity_d5_12_14_28_35_38,0.9959530830383301,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P09_parity_d5_1_3_14_16_32,0.9953318238258362,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P10_parity_d3_2_3_33,0.9893665313720703,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P11_parity_d3_5_21_34,0.9960833191871643,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P12_parity_d3_9_27_30,0.9950907230377197,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P13_parity_d3_15_21_39,0.9931638240814209,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P14_parity_d3_3_23_24,0.9966422915458679,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P15_parity_d5_7_24_30_32_33,0.9922125339508057,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P16_parity_d5_3_18_23_29_37,0.9951832294464111,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P17_parity_d5_1_7_16_18_37,0.9965407252311707,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P18_parity_d5_0_17_30_32_34,0.9914261102676392,1.00352
baseline,4,100352,P05_parity_d3_16_18_28,P19_parity_d5_2_8_11_16_29,0.9902837872505188,1.00352
